run,name,value
4,extinction.slope.HL,454.652006951246
4,extinction.slope.LL,95.826070379799
4,robustness.HL,0.994435127927642
4,robustness.LL,0.963761770710024
4,functional.complementarity.HL,73596.2046664358
4,functional.complementarity.LL,289834.109211962
4,partner.diversity.HL,2.29693944716588
4,partner.diversity.LL,5.38044498356224
4,generality.HL,9.94611313711602
4,vulnerability.LL,217.173474460002
5,connectance,0.731365044650993
5,web asymmetry,0.583892617449664
5,links per species,53.8657718120805
5,number of compartments,1
5,compartment diversity,NA
5,cluster coefficient,0.89247311827957
5,modularity Q,0.00517182286979562
5,nestedness,4.41969888500107
5,NODF,94.4281018488874
5,weighted nestedness,0.928540010689269
5,weighted NODF,82.4756180352223
5,interaction strength asymmetry,0.01041206698497
5,specialisation asymmetry,-0.0330487863879567
5,linkage density,113.557388465415
5,weighted connectance,0.254043374642986
5,Fisher alpha,3529.04711064505
5,Shannon diversity,7.68190752731613
5,interaction evenness,0.738510289592299
5,Alatalo interaction evenness,0.341921825052113
5,H2,0.00162538991032362
5,number.of.species.HL,354
5,number.of.species.LL,93
5,mean.number.of.shared.partners.HL,53.0438053168159
5,mean.number.of.shared.partners.LL,217.938756428238
5,cluster.coefficient.HL,0.928312007389561
5,cluster.coefficient.LL,0.959845598122505
5,weighted.cluster.coefficient.HL,NA
5,weighted.cluster.coefficient.LL,NA
5,niche.overlap.HL,0.971644882529692
5,niche.overlap.LL,0.851312337112997
5,togetherness.HL,0.150409913327805
5,togetherness.LL,0.332386678908803
5,C.score.HL,0.118019546748668
5,C.score.LL,0.0310652412443978
5,V.ratio.HL,47.4976745975841
5,V.ratio.LL,111.089411455896
5,discrepancy.HL,1318
5,discrepancy.LL,1326
5,extinction.slope.HL,404.626272099438
5,extinction.slope.LL,98.2410383545639
5,robustness.HL,0.994296773885181
5,robustness.LL,0.965628750520657
5,functional.complementarity.HL,73798.6810966062
5,functional.complementarity.LL,289784.266883679
5,partner.diversity.HL,2.29692420755112
5,partner.diversity.LL,5.38042974394747
5,generality.HL,9.94614789606808
5,vulnerability.LL,217.168629034762
6,connectance,0.73179029220582
6,web asymmetry,0.583892617449664
6,links per species,53.8970917225951
6,number of compartments,1
6,compartment diversity,NA
6,cluster coefficient,0.89247311827957
6,modularity Q,0.00510965249961366
6,nestedness,5.03660169788574
6,NODF,94.1342572469224
6,weighted nestedness,0.930763900831334
6,weighted NODF,82.7889109171507
6,interaction strength asymmetry,0.0104139819323167
6,specialisation asymmetry,-0.0326064796316855
6,linkage density,113.561583684804
6,weighted connectance,0.254052759921261
6,Fisher alpha,3531.45114098191
6,Shannon diversity,7.68193936297403
6,interaction evenness,0.738513350155167
6,Alatalo interaction evenness,0.34215258925163
6,H2,0.00161144952058723
6,number.of.species.HL,354
6,number.of.species.LL,93
6,mean.number.of.shared.partners.HL,53.0819129015198
6,mean.number.of.shared.partners.LL,218.32211313698
6,cluster.coefficient.HL,0.928393041775247
6,cluster.coefficient.LL,0.956730419951539
6,weighted.cluster.coefficient.HL,NA
6,weighted.cluster.coefficient.LL,NA
6,niche.overlap.HL,0.972492778121324
6,niche.overlap.LL,0.851616151688097
6,togetherness.HL,0.149439264874172
6,togetherness.LL,0.333923683844492
6,C.score.HL,0.118807675780596
6,C.score.LL,0.0318407649531169
6,V.ratio.HL,47.7558685245296
6,V.ratio.LL,111.06381061693
6,discrepancy.HL,1341
6,discrepancy.LL,1364
6,extinction.slope.HL,441.552097947211
6,extinction.slope.LL,93.7084527185606
6,robustness.HL,0.994387951732619
6,robustness.LL,0.964021723615786
6,functional.complementarity.HL,74473.6575434502
6,functional.complementarity.LL,289766.956278541
6,partner.diversity.HL,2.29695604320896
6,partner.diversity.LL,5.38046157960532
6,generality.HL,9.94643992788617
6,vulnerability.LL,217.176727441722
7,connectance,0.731334669825649
7,web asymmetry,0.583892617449664
7,links per species,53.8635346756152
7,number of compartments,1
7,compartment diversity,NA
7,cluster coefficient,0.89247311827957
7,modularity Q,0.0052235899010733
7,nestedness,5.37844616002888
7,NODF,93.8524643641647
7,weighted nestedness,0.927344971258213
7,weighted NODF,82.2443796765227
7,interaction strength asymmetry,0.0104026268990505
7,specialisation asymmetry,-0.0314145115685929
7,linkage density,113.558333655918
7,weighted connectance,0.254045489163128
7,Fisher alpha,3528.87540492669
7,Shannon diversity,7.68190939285278
7,interaction evenness,0.73851046893812
7,Alatalo interaction evenness,0.342005045789633
7,H2,0.00162457301789563
7,number.of.species.HL,354
7,number.of.species.LL,93
7,mean.number.of.shared.partners.HL,52.993422000287
7,mean.number.of.shared.partners.LL,218.101449275362
7,cluster.coefficient.HL,0.927349530215244
7,cluster.coefficient.LL,0.956565594177253
7,weighted.cluster.coefficient.HL,NA
7,weighted.cluster.coefficient.LL,NA
7,niche.overlap.HL,0.969804464639442
7,niche.overlap.LL,0.849070963453184
7,togetherness.HL,0.148814490298853
7,togetherness.LL,0.334613630931659
7,C.score.HL,0.128109472380406
7,C.score.LL,0.0334146140721976
7,V.ratio.HL,47.6352814066149
7,V.ratio.LL,110.02178746619
7,discrepancy.HL,1360
7,discrepancy.LL,1371
7,extinction.slope.HL,469.279666798709
7,extinction.slope.LL,98.8173320587863
7,robustness.HL,0.994574961157679
7,robustness.LL,0.966070674887521
7,functional.complementarity.HL,75135.5065526981
7,functional.complementarity.LL,289766.319366465
7,partner.diversity.HL,2.29692607308769
7,partner.diversity.LL,5.38043160948405
7,generality.HL,9.94632373795136
7,vulnerability.LL,217.170343573885
8,connectance,0.731030921572201
8,web asymmetry,0.583892617449664
8,links per species,53.841163310962
8,number of compartments,1
8,compartment diversity,NA
8,cluster coefficient,0.89247311827957
8,modularity Q,0.00480729319143075
8,nestedness,5.21211129386534
8,NODF,94.3245094432045
8,weighted nestedness,0.930435138239684
8,weighted NODF,83.0384266504338
8,interaction strength asymmetry,0.0104430946220962
8,specialisation asymmetry,-0.0291696975283031
8,linkage density,113.556758641527
8,weighted connectance,0.254041965641
8,Fisher alpha,3527.15842647671
8,Shannon diversity,7.6818899671489
8,interaction evenness,0.738508601422514
8,Alatalo interaction evenness,0.342085940974363
8,H2,0.00163307953080505
8,number.of.species.HL,354
8,number.of.species.LL,93
8,mean.number.of.shared.partners.HL,53.0244714393162
8,mean.number.of.shared.partners.LL,217.678821879383
8,cluster.coefficient.HL,0.927695162474973
8,cluster.coefficient.LL,0.956221256107654
8,weighted.cluster.coefficient.HL,NA
8,weighted.cluster.coefficient.LL,NA
8,niche.overlap.HL,0.971297015935007
8,niche.overlap.LL,0.850646807743832
8,togetherness.HL,0.151742914304783
8,togetherness.LL,0.331630219825593
8,C.score.HL,0.122460877627614
8,C.score.LL,0.03317231646805
8,V.ratio.HL,47.3950241949244
8,V.ratio.LL,111.570621886586
8,discrepancy.HL,1344
8,discrepancy.LL,1349
8,extinction.slope.HL,462.348682693598
8,extinction.slope.LL,106.125000620069
8,robustness.HL,0.994471997389761
8,robustness.LL,0.966114762644691
8,functional.complementarity.HL,73971.8803890851
8,functional.complementarity.LL,289768.650223142
8,partner.diversity.HL,2.29690664738382
8,partner.diversity.LL,5.38041218378018
8,generality.HL,9.94568692065051
8,vulnerability.LL,217.167830362404
9,connectance,0.731334669825649
9,web asymmetry,0.583892617449664
9,links per species,53.8635346756152
9,number of compartments,1
9,compartment diversity,NA
9,cluster coefficient,0.89247311827957
9,modularity Q,0.00497168300680272
9,nestedness,5.1067956194831
9,NODF,94.1076375421487
9,weighted nestedness,0.929182352485256
9,weighted NODF,82.3639082717658
9,interaction strength asymmetry,0.0105151585366059
9,specialisation asymmetry,-0.0272950931306091
9,linkage density,113.567480398175
9,weighted connectance,0.254065951673769
9,Fisher alpha,3528.87540492669
9,Shannon diversity,7.68199245525347
9,interaction evenness,0.738518454251321
9,Alatalo interaction evenness,0.34187694317778
9,H2,0.00158820142194924
9,number.of.species.HL,354
9,number.of.species.LL,93
9,mean.number.of.shared.partners.HL,53.017813415277
9,mean.number.of.shared.partners.LL,217.959326788218
9,cluster.coefficient.HL,0.927465999503593
9,cluster.coefficient.LL,0.957485725874912
9,weighted.cluster.coefficient.HL,NA
9,weighted.cluster.coefficient.LL,NA
9,niche.overlap.HL,0.9709656033814
9,niche.overlap.LL,0.849435076132743
9,togetherness.HL,0.150017868151622
9,togetherness.LL,0.333338573820405
9,C.score.HL,0.125347583544792
9,C.score.LL,0.0332570789454815
9,V.ratio.HL,47.4830528146411
9,V.ratio.LL,110.449163963635
9,discrepancy.HL,1353
9,discrepancy.LL,1350
9,extinction.slope.HL,448.504893367599
9,extinction.slope.LL,107.572324159237
9,robustness.HL,0.994410577674722
9,robustness.LL,0.964059417549694
9,functional.complementarity.HL,74197.5100806654
9,functional.complementarity.LL,289757.021228643
9,partner.diversity.HL,2.29700913548838
9,partner.diversity.LL,5.38051467188474
9,generality.HL,9.94680080671753
9,vulnerability.LL,217.188159989632
10,connectance,0.729664054431687
10,web asymmetry,0.583892617449664
10,links per species,53.7404921700224
10,number of compartments,1
10,compartment diversity,NA
10,cluster coefficient,0.89247311827957
10,modularity Q,0.00492376984709208
10,nestedness,5.15398155182019
10,NODF,93.8802295585778
10,weighted nestedness,0.92792473350984
10,weighted NODF,82.4169599059013
10,interaction strength asymmetry,0.0104118876424563
10,specialisation asymmetry,-0.0279373997162147
10,linkage density,113.553159915642
10,weighted connectance,0.254033914800095
10,Fisher alpha,3519.43379574406
10,Shannon diversity,7.6818556608693
10,interaction evenness,0.738505303343177
10,Alatalo interaction evenness,0.341875186984018
10,H2,0.00164810150263322
10,number.of.species.HL,354
10,number.of.species.LL,93
10,mean.number.of.shared.partners.HL,52.8476496855057
10,mean.number.of.shared.partners.LL,216.880551659653
10,cluster.coefficient.HL,0.92547924742855
10,cluster.coefficient.LL,0.955281256822832
10,weighted.cluster.coefficient.HL,NA
10,weighted.cluster.coefficient.LL,NA
10,niche.overlap.HL,0.964466539943165
10,niche.overlap.LL,0.848400803895563
10,togetherness.HL,0.152566646680572
10,togetherness.LL,0.330890883638217
10,C.score.HL,0.125966120826817
10,C.score.LL,0.0339056983093531
10,V.ratio.HL,47.0942937960931
10,V.ratio.LL,111.019729453659
10,discrepancy.HL,1394
10,discrepancy.LL,1382
10,extinction.slope.HL,390.20656717366
10,extinction.slope.LL,101.871965502651
10,robustness.HL,0.994184610806773
10,robustness.LL,0.966945886183624
10,functional.complementarity.HL,73675.2852578167
10,functional.complementarity.LL,289872.044935633
10,partner.diversity.HL,2.29687234110429
10,partner.diversity.LL,5.38037787750065
10,generality.HL,9.94526933594798
10,vulnerability.LL,217.161050495337
11,connectance,0.731577668428407
11,web asymmetry,0.583892617449664
11,links per species,53.8814317673378
11,number of compartments,1
11,compartment diversity,NA
11,cluster coefficient,0.89247311827957
11,modularity Q,0.00481345316913438
11,nestedness,5.19108301982236
11,NODF,93.9529850611697
11,weighted nestedness,0.930140215845658
11,weighted NODF,82.2061697004348
11,interaction strength asymmetry,0.0104289625985431
11,specialisation asymmetry,-0.0289590443941493
11,linkage density,113.55946263706
11,weighted connectance,0.254048014848009
11,Fisher alpha,3530.24909075041
11,Shannon diversity,7.68191976232872
11,interaction evenness,0.738511465821336
11,Alatalo interaction evenness,0.342092403453641
11,H2,0.00162003236927859
11,number.of.species.HL,354
11,number.of.species.LL,93
11,mean.number.of.shared.partners.HL,53.0857060546408
11,mean.number.of.shared.partners.LL,217.829125759701
11,cluster.coefficient.HL,0.927063513999701
11,cluster.coefficient.LL,0.955888584378757
11,weighted.cluster.coefficient.HL,NA
11,weighted.cluster.coefficient.LL,NA
11,niche.overlap.HL,0.970564398692016
11,niche.overlap.LL,0.851104726151067
11,togetherness.HL,0.151405013247987
11,togetherness.LL,0.330356243981372
11,C.score.HL,0.121639940848514
11,C.score.LL,0.0341424216908004
11,V.ratio.HL,47.2111139003238
11,V.ratio.LL,111.017592892403
11,discrepancy.HL,1397
11,discrepancy.LL,1403
11,extinction.slope.HL,446.870722294667
11,extinction.slope.LL,100.646254769683
11,robustness.HL,0.994460122243838
11,robustness.LL,0.96624492548008
11,functional.complementarity.HL,73576.2768965885
11,functional.complementarity.LL,289773.324821459
11,partner.diversity.HL,2.29693644256366
11,partner.diversity.LL,5.38044197896002
11,generality.HL,9.94619074279033
11,vulnerability.LL,217.172734531329
12,connectance,0.731638418079096
12,web asymmetry,0.583892617449664
12,links per species,53.8859060402685
12,number of compartments,1
12,compartment diversity,NA
12,cluster coefficient,0.89247311827957
12,modularity Q,0.00490101133593837
12,nestedness,4.79706563500945
12,NODF,93.7703355945687
12,weighted nestedness,0.92506619007436
12,weighted NODF,81.6171461875595
12,interaction strength asymmetry,0.01043455139411
12,specialisation asymmetry,-0.0335348274266061
12,linkage density,113.567195274092
12,weighted connectance,0.254065313812286
12,Fisher alpha,3530.59252651847
12,Shannon diversity,7.68200045853375
12,interaction evenness,0.738519223657203
12,Alatalo interaction evenness,0.34176785298718
12,H2,0.00158469689735118
12,number.of.species.HL,354
12,number.of.species.LL,93
12,mean.number.of.shared.partners.HL,53.0399001296371
12,mean.number.of.shared.partners.LL,218.265544647032
12,cluster.coefficient.HL,0.928844208346801
12,cluster.coefficient.LL,0.957922589463182
12,weighted.cluster.coefficient.HL,NA
12,weighted.cluster.coefficient.LL,NA
12,niche.overlap.HL,0.970035188727471
12,niche.overlap.LL,0.85204399154868
12,togetherness.HL,0.148651739620056
12,togetherness.LL,0.334390510837771
12,C.score.HL,0.123625576682218
12,C.score.LL,0.0310378979914143
12,V.ratio.HL,47.7032530928305
12,V.ratio.LL,110.345106793219
12,discrepancy.HL,1334
12,discrepancy.LL,1329
12,extinction.slope.HL,438.692946287868
12,extinction.slope.LL,111.95973850812
12,robustness.HL,0.99442939753111
12,robustness.LL,0.965995657928581
12,functional.complementarity.HL,74328.5967920461
12,functional.complementarity.LL,289836.510434858
12,partner.diversity.HL,2.29701713876867
12,partner.diversity.LL,5.38052267516503
12,generality.HL,9.94669781969635
12,vulnerability.LL,217.187692728487
13,connectance,0.73242816353806
13,web asymmetry,0.583892617449664
13,links per species,53.9440715883669
13,number of compartments,1
13,compartment diversity,NA
13,cluster coefficient,0.89247311827957
13,modularity Q,0.00475664296283938
13,nestedness,4.90080186874686
13,NODF,94.1962400698225
13,weighted nestedness,0.930582068017892
13,weighted NODF,82.3968076259342
13,interaction strength asymmetry,0.010476666952821
13,specialisation asymmetry,-0.0226242175083807
13,linkage density,113.568924578779
13,weighted connectance,0.254069182502862
13,Fisher alpha,3535.05771231687
13,Shannon diversity,7.68201350526159
13,interaction evenness,0.738520477921554
13,Alatalo interaction evenness,0.341858954595295
13,H2,0.00157898364889464
13,number.of.species.HL,354
13,number.of.species.LL,93
13,mean.number.of.shared.partners.HL,53.1367935852513
13,mean.number.of.shared.partners.LL,218.838008415148
13,cluster.coefficient.HL,0.929245119851643
13,cluster.coefficient.LL,0.959197507728351
13,weighted.cluster.coefficient.HL,NA
13,weighted.cluster.coefficient.LL,NA
13,niche.overlap.HL,0.978636553327711
13,niche.overlap.LL,0.854958498594427
13,togetherness.HL,0.148074683528954
13,togetherness.LL,0.336007392386381
13,C.score.HL,0.124033814423324
13,C.score.LL,0.0299793729910028
13,V.ratio.HL,48.0396477418369
13,V.ratio.LL,110.783774254519
13,discrepancy.HL,1307
13,discrepancy.LL,1328
13,extinction.slope.HL,473.540473914932
13,extinction.slope.LL,103.623764534797
13,robustness.HL,0.994616797792056
13,robustness.LL,0.964054587195495
13,functional.complementarity.HL,73835.8275089401
13,functional.complementarity.LL,289806.581341632
13,partner.diversity.HL,2.29703018549649
13,partner.diversity.LL,5.38053572189285
13,generality.HL,9.94685719282742
13,vulnerability.LL,217.190991964731
14,connectance,0.730271550938582
14,web asymmetry,0.583892617449664
14,links per species,53.7852348993289
14,number of compartments,1
14,compartment diversity,NA
14,cluster coefficient,0.89247311827957
14,modularity Q,0.00487954370850093
14,nestedness,5.04318226147836
14,NODF,94.0895229741771
14,weighted nestedness,0.930041932682957
14,weighted NODF,82.6611028625467
14,interaction strength asymmetry,0.0104425266857226
14,specialisation asymmetry,-0.0296137284044144
14,linkage density,113.563404497247
14,weighted connectance,0.254056833327174
14,Fisher alpha,3522.86660682038
14,Shannon diversity,7.68194956790234
14,interaction evenness,0.73851433121938
14,Alatalo interaction evenness,0.342106490651733
14,H2,0.0016069809250791
14,number.of.species.HL,354
14,number.of.species.LL,93
14,mean.number.of.shared.partners.HL,52.9380611705946
14,mean.number.of.shared.partners.LL,217.103319308088
14,cluster.coefficient.HL,0.926760585596052
14,cluster.coefficient.LL,0.958291278281902
14,weighted.cluster.coefficient.HL,NA
14,weighted.cluster.coefficient.LL,NA
14,niche.overlap.HL,0.973910828964268
14,niche.overlap.LL,0.850631499590239
14,togetherness.HL,0.152758571815823
14,togetherness.LL,0.329800862710819
14,C.score.HL,0.120550384876991
14,C.score.LL,0.0334701139353129
14,V.ratio.HL,47.0516077325042
14,V.ratio.LL,111.298062811858
14,discrepancy.HL,1390
14,discrepancy.LL,1412
14,extinction.slope.HL,417.214049086094
14,extinction.slope.LL,110.020901923672
14,robustness.HL,0.994319443994171
14,robustness.LL,0.966066174037479
14,functional.complementarity.HL,73567.2315808064
14,functional.complementarity.LL,289718.77535352
14,partner.diversity.HL,2.29696624813735
14,partner.diversity.LL,5.38047178453371
14,generality.HL,9.9465119768697
14,vulnerability.LL,217.180297017624
15,connectance,0.731182795698925
15,web asymmetry,0.583892617449664
15,links per species,53.8523489932886
15,number of compartments,1
15,compartment diversity,NA
15,cluster coefficient,0.89247311827957
15,modularity Q,0.0051364818653291
15,nestedness,4.96424541434783
15,NODF,94.1471555824003
15,weighted nestedness,0.931786334524921
15,weighted NODF,82.5231669973249
15,interaction strength asymmetry,0.0104174369557373
15,specialisation asymmetry,-0.0336908855653055
15,linkage density,113.567794588205
15,weighted connectance,0.254066654559742
15,Fisher alpha,3528.01689780685
15,Shannon diversity,7.68198824325226
15,interaction evenness,0.738518049325042
15,Alatalo interaction evenness,0.34214514006867
15,H2,0.00159004579842282
15,number.of.species.HL,354
15,number.of.species.LL,93
15,mean.number.of.shared.partners.HL,53.0254317312453
15,mean.number.of.shared.partners.LL,218.118747078074
15,cluster.coefficient.HL,0.927823426794177
15,cluster.coefficient.LL,0.957819703557001
15,weighted.cluster.coefficient.HL,NA
15,weighted.cluster.coefficient.LL,NA
15,niche.overlap.HL,0.97131628466713
15,niche.overlap.LL,0.851355182594997
15,togetherness.HL,0.150267179835065
15,togetherness.LL,0.334899831954924
15,C.score.HL,0.119234789300478
15,C.score.LL,0.0301057327896276
15,V.ratio.HL,47.9377443551162
15,V.ratio.LL,111.971194029851
15,discrepancy.HL,1329
15,discrepancy.LL,1345
15,extinction.slope.HL,420.89673298128
15,extinction.slope.LL,96.1008184190878
15,robustness.HL,0.994350047391669
15,robustness.LL,0.966778396940754
15,functional.complementarity.HL,75278.4532553707
15,functional.complementarity.LL,289666.254610484
15,partner.diversity.HL,2.29700492348723
15,partner.diversity.LL,5.38051045988358
15,generality.HL,9.94714045032375
15,vulnerability.LL,217.188448726085
16,connectance,0.731395419476338
16,web asymmetry,0.583892617449664
16,links per species,53.8680089485459
16,number of compartments,1
16,compartment diversity,NA
16,cluster coefficient,0.89247311827957
16,modularity Q,0.00495260789675642
16,nestedness,5.23767532689894
16,NODF,93.7648405728328
16,weighted nestedness,0.928312819576796
16,weighted NODF,82.6016183275406
16,interaction strength asymmetry,0.0104291866490013
16,specialisation asymmetry,-0.027879446400122
16,linkage density,113.563364782864
16,weighted connectance,0.254056744480681
16,Fisher alpha,3529.21881779479
16,Shannon diversity,7.68196090536561
16,interaction evenness,0.738515421161332
16,Alatalo interaction evenness,0.341996509959616
16,H2,0.00160201667697633
16,number.of.species.HL,354
16,number.of.species.LL,93
16,mean.number.of.shared.partners.HL,53.0249515852835
16,mean.number.of.shared.partners.LL,217.773024777934
16,cluster.coefficient.HL,0.92693541239348
16,cluster.coefficient.LL,0.955670150839863
16,weighted.cluster.coefficient.HL,NA
16,weighted.cluster.coefficient.LL,NA
16,niche.overlap.HL,0.96685839137984
16,niche.overlap.LL,0.852025957002186
16,togetherness.HL,0.150365570522893
16,togetherness.LL,0.331494390133389
16,C.score.HL,0.12954363340894
16,C.score.LL,0.0345526018883459
16,V.ratio.HL,47.1356016144879
16,V.ratio.LL,109.853858784893
16,discrepancy.HL,1394
16,discrepancy.LL,1397
16,extinction.slope.HL,499.015265583677
16,extinction.slope.LL,107.395752672411
16,robustness.HL,0.994610006632357
16,robustness.LL,0.965925143884257
16,functional.complementarity.HL,74010.1784372588
16,functional.complementarity.LL,289291.261354386
16,partner.diversity.HL,2.29697758560056
16,partner.diversity.LL,5.38048312199692
16,generality.HL,9.9464361634561
16,vulnerability.LL,217.180293402272
17,connectance,0.731820667031165
17,web asymmetry,0.583892617449664
17,links per species,53.8993288590604
17,number of compartments,1
17,compartment diversity,NA
17,cluster coefficient,0.89247311827957
17,modularity Q,0.00500230013501687
17,nestedness,4.95029379398263
17,NODF,94.04223658119
17,weighted nestedness,0.927423665464593
17,weighted NODF,82.2462759897621
17,interaction strength asymmetry,0.0103585879074768
17,specialisation asymmetry,-0.0326721238789251
17,linkage density,113.558026653305
17,weighted connectance,0.254044802356386
17,Fisher alpha,3531.62286816746
17,Shannon diversity,7.68191336164735
17,interaction evenness,0.738510850483409
