[Header]
Data File Name	C:\GCMSsolution\Data\Project1\Campbell RMBL Data\Drought-net 2025\blank_9192025_02.qgd
Output Date	9/19/2025
Output Time	8:26:27 PM

[File Information]
Type	Data File
Generated	9/19/2025 7:44:45 PM
Generated by	Admin
Modified	9/19/2025 8:26:26 PM
Modified by	Admin

[Sample Information]
Operator Name	Admin
Analyzed	9/19/2025 7:56:34 PM
Type	Unknown
Level	1
Sample Name	blank
Sample ID	
ISTD Amount 1	1
ISTD Amount 2	1
ISTD Amount 3	1
ISTD Amount 4	1
ISTD Amount 5	1
ISTD Amount 6	1
ISTD Amount 7	1
ISTD Amount 8	1
ISTD Amount 9	1
ISTD Amount 10	1
ISTD Amount 11	1
ISTD Amount 12	1
ISTD Amount 13	1
ISTD Amount 14	1
ISTD Amount 15	1
ISTD Amount 16	1
ISTD Amount 17	1
ISTD Amount 18	1
ISTD Amount 19	1
ISTD Amount 20	1
ISTD Amount 21	1
ISTD Amount 22	1
ISTD Amount 23	1
ISTD Amount 24	1
ISTD Amount 25	1
ISTD Amount 26	1
ISTD Amount 27	1
ISTD Amount 28	1
ISTD Amount 29	1
ISTD Amount 30	1
ISTD Amount 31	1
ISTD Amount 32	1
Sample Amount	1
Dilution Factor	1
Vial#	1
Injection Volume	1
Injection Count	1
Bar Code	

[Option Information]
Markes method	Markes Ipo
Markes vial	

[Original Files]
Data File	C:\GCMSsolution\Data\Project1\Campbell RMBL Data\Drought-net 2025\blank_9192025_02.qgd
Method File	C:\GCMSsolution\Data\Project1\RMBL Methods\DB5 10deg method.qgm
Batch File	C:\GCMSsolution\Data\Project1\Campbell RMBL Data\Drought-net 2025\JB_2025_250919b.qgb
Report Format File	
Tuning File	C:\GCMSsolution\System\Tune1\06142025fil1.qgt

[File Description]
Janelle Bohey sampled 19 July 2024

[MC Peak Table]
# of Peaks	399
Mass	TIC
Peak#	Ret.Time	Proc.From	Proc.To	Mass	Area	Height	A/H	Conc.	Mark	Name	Ret. Index
80	6.015	5.970	6.060	TIC	8007	2478	3.23	0.01	 V 		
81	6.160	6.060	6.170	TIC	7670	3320	2.31	0.01	 V 		
82	6.207	6.170	6.235	TIC	16338	5569	2.93	0.01	 V 		
83	6.284	6.235	6.325	TIC	34218	9210	3.72	0.03	 V 	8-Hydroxy-2-octanone	
84	6.355	6.325	6.400	TIC	19239	6345	3.03	0.01	 V 	Cyclohexanone	
85	6.472	6.400	6.545	TIC	68641	19345	3.55	0.05	 V 	Heptanal	
86	6.613	6.545	6.635	TIC	21643	5226	4.14	0.02	 V 		
87	6.645	6.635	6.665	TIC	5483	3834	1.43	0.00	 V 		
88	6.680	6.665	6.720	TIC	8794	3193	2.75	0.01	 V 		
89	6.740	6.720	6.785	TIC	15460	5698	2.71	0.01	 V 	Butanoic acid, 4-hydroxy-	
90	6.795	6.785	6.815	TIC	3405	3021	1.13	0.00	 V 		
91	6.950	6.815	6.970	TIC	13410	2220	6.04	0.01	 V 		
92	7.011	6.970	7.050	TIC	6691	2762	2.42	0.00	   		
93	7.103	7.050	7.170	TIC	14075	3471	4.06	0.01	 V 		
94	7.205	7.190	7.305	TIC	14563	2861	5.09	0.01	   		
95	7.344	7.305	7.370	TIC	12938	4398	2.94	0.01	 V 		
96	7.416	7.370	7.490	TIC	37171	8073	4.60	0.03	 V 		
97	7.563	7.490	7.660	TIC	156573	50158	3.12	0.11	 V 	Benzaldehyde	
98	7.705	7.660	7.720	TIC	20476	6735	3.04	0.01	 V 		
99	7.732	7.720	7.755	TIC	8063	5274	1.53	0.01	 V 		
100	7.865	7.755	7.935	TIC	119197	30770	3.87	0.09	 V 	Hexanoic acid	
101	7.973	7.935	8.035	TIC	83511	17665	4.73	0.06	 V 	Phenol	
102	8.061	8.035	8.100	TIC	37017	14049	2.63	0.03	 V 	2-Isopropyl-5-oxohexanal	
103	8.146	8.100	8.175	TIC	56671	26017	2.18	0.04	 V 	trisiloxane, 1,1,1,5,5,5-hexamethyl-3-[(trimethylsilyl)oxy]-	
104	8.197	8.175	8.230	TIC	23874	8642	2.76	0.02	 V 	Cyclohexane, isocyanato-	
105	8.259	8.230	8.310	TIC	82224	41728	1.97	0.06	 V 	Octanal	
106	8.325	8.310	8.360	TIC	12314	6059	2.03	0.01	 V 		
107	8.380	8.360	8.410	TIC	9122	3602	2.53	0.01	 V 		
108	8.435	8.410	8.480	TIC	22036	6492	3.39	0.02	 V 		
109	8.498	8.480	8.535	TIC	22539	8145	2.77	0.02	 V 		
110	8.550	8.535	8.580	TIC	14000	7324	1.91	0.01	 V 	Cyclopentanecarbonitrile, 3-methylene-	
111	8.594	8.580	8.610	TIC	4212	3868	1.09	0.00	 V 		
112	8.630	8.610	8.645	TIC	5623	3125	1.80	0.00	 V 		
113	8.700	8.645	8.770	TIC	96190	38228	2.52	0.07	 V 	2-Ethyl-1-hexanol	
114	8.827	8.770	8.850	TIC	25901	7493	3.46	0.02	 V 	Dodecyl octyl ether	
115	8.925	8.850	8.965	TIC	48599	12963	3.75	0.04	 V 	4-Acetonylcycloheptanone	
116	9.008	8.965	9.035	TIC	26886	8771	3.07	0.02	 V 		
117	9.049	9.035	9.070	TIC	11857	7185	1.65	0.01	 V 		
118	9.105	9.070	9.135	TIC	25504	7430	3.43	0.02	 V 		
119	9.186	9.135	9.240	TIC	76848	17230	4.46	0.06	 V 	Oxetane, 2-ethyl-3-methyl-	
120	9.250	9.240	9.270	TIC	15231	10714	1.42	0.01	 V 		
121	9.280	9.270	9.300	TIC	10567	7072	1.49	0.01	 V 		
122	9.315	9.300	9.340	TIC	9063	4958	1.83	0.01	 V 		
123	9.389	9.340	9.430	TIC	157491	63947	2.46	0.12	 V 	7-Benzoylheptanoic acid	
124	9.472	9.430	9.530	TIC	105127	23427	4.49	0.08	 V 	Heptanoic acid	
125	9.545	9.530	9.575	TIC	32887	13665	2.41	0.02	 V 		
126	9.622	9.575	9.655	TIC	58556	13838	4.23	0.04	 V 		
127	9.695	9.655	9.710	TIC	46484	15749	2.95	0.03	 V 		
128	9.743	9.710	9.765	TIC	57166	20876	2.74	0.04	 V 	2-Dodecanone	
129	9.787	9.765	9.835	TIC	70570	20215	3.49	0.05	 V 	1-(2,4-Dimethyl-furan-3-yl)-ethanone	
130	9.865	9.835	9.890	TIC	53135	18469	2.88	0.04	 V 	Ethyl neopentyl carbonate	
131	9.939	9.890	9.985	TIC	908367	538255	1.69	0.67	 V 	Nonanal	
132	9.995	9.985	10.055	TIC	83592	26456	3.16	0.06	 V 	3-Ethyl-3-methylheptane	
133	10.094	10.055	10.105	TIC	35498	13272	2.67	0.03	 V 		
134	10.134	10.105	10.190	TIC	62437	19538	3.20	0.05	 V 	Hexanoic acid, 2-ethyl-	
135	10.210	10.190	10.230	TIC	12872	5703	2.26	0.01	 V 		
136	10.276	10.230	10.300	TIC	33156	11874	2.79	0.02	 V 	Isophorone	
137	10.396	10.300	10.430	TIC	37393	6938	5.39	0.03	 V 	1-Pyrrolidinecarboxylic acid, ethyl ester	
138	10.455	10.430	10.470	TIC	8556	4494	1.90	0.01	 V 		
139	10.483	10.470	10.530	TIC	9853	4706	2.09	0.01	 V 		
140	10.550	10.530	10.575	TIC	10152	5523	1.84	0.01	   		
141	10.600	10.575	10.620	TIC	13326	5216	2.55	0.01	 V 		
142	10.635	10.620	10.645	TIC	8905	6341	1.40	0.01	 V 		
143	10.686	10.645	10.730	TIC	56046	25148	2.23	0.04	 V 		
144	10.780	10.730	10.815	TIC	36505	11577	3.15	0.03	 V 		
145	10.835	10.815	10.850	TIC	15327	8514	1.80	0.01	 V 	2-Nonenal, (E)-	
146	10.864	10.850	10.890	TIC	17507	9740	1.80	0.01	 V 		
147	10.919	10.890	10.940	TIC	66860	38499	1.74	0.05	 V 	3-Tetradecyn-1-ol	
148	10.969	10.940	11.060	TIC	263863	67731	3.90	0.19	 V 	Octanoic acid	
149	11.083	11.060	11.100	TIC	55090	25793	2.14	0.04	 V 	Oxirane, decyl-	
150	11.115	11.100	11.135	TIC	39237	20156	1.95	0.03	 V 		
151	11.155	11.135	11.185	TIC	48480	17857	2.71	0.04	 V 		
152	11.211	11.185	11.265	TIC	80503	22043	3.65	0.06	 V 	2,4,6-Heptanetrione	
153	11.312	11.265	11.355	TIC	148680	40290	3.69	0.11	 V 	Chimilether	
154	11.382	11.355	11.395	TIC	69772	36796	1.90	0.05	 V 	Pyridin-2,6-diol, diacetate	
155	11.410	11.395	11.430	TIC	68551	40400	1.70	0.05	 V 	Dodecane	
156	11.451	11.430	11.475	TIC	65925	27946	2.36	0.05	 V 	Methyl salicylate	
157	11.510	11.475	11.570	TIC	453863	249065	1.82	0.33	 V 	Decanal	
158	11.611	11.570	11.660	TIC	108612	31656	3.43	0.08	 V 	Tetradecanoic acid, 2-hydroxy-	
159	11.675	11.660	11.715	TIC	27647	10780	2.56	0.02	 V 		
160	11.759	11.715	11.815	TIC	156929	56323	2.79	0.11	 V 	Benzaldehyde, 2,4-dimethyl-	
161	11.844	11.815	11.875	TIC	59684	21266	2.81	0.04	 V 		
162	11.931	11.875	11.985	TIC	124125	33692	3.68	0.09	 V 	Benzothiazole	
163	12.018	11.985	12.055	TIC	190484	102133	1.87	0.14	 V 	Cyclohexane, isothiocyanato-	
164	12.075	12.055	12.090	TIC	29196	15695	1.86	0.02	 V 	Triacontane, 1-bromo-	
165	12.114	12.090	12.135	TIC	38552	16823	2.29	0.03	 V 		
166	12.155	12.135	12.165	TIC	25795	15246	1.69	0.02	 V 		
167	12.180	12.165	12.195	TIC	26410	15844	1.67	0.02	 V 		
168	12.205	12.195	12.230	TIC	24916	13325	1.87	0.02	 V 		
169	12.259	12.230	12.315	TIC	421557	135765	3.11	0.31	 V 	Caprolactam	
170	12.345	12.315	12.365	TIC	157186	57275	2.74	0.12	 V 	3-Ethyl-3-methylnonadecane	
171	12.408	12.365	12.450	TIC	1163267	454503	2.56	0.85	 V 	Nonanoic acid	
172	12.464	12.450	12.545	TIC	415187	106682	3.89	0.30	 V 	1-Tetradecene	
173	12.592	12.545	12.670	TIC	301048	77428	3.89	0.22	 V 	Hexadecane, 1-iodo-	
174	12.710	12.670	12.725	TIC	65908	25676	2.57	0.05	 V 	Nonane, 5-methyl-5-propyl-	
175	12.747	12.725	12.760	TIC	60405	34747	1.74	0.04	 V 	Isocytosine	
176	12.784	12.760	12.835	TIC	128748	42375	3.04	0.09	 V 	1-Cyclopropyl-1-methyl-ethylamine	
177	12.853	12.835	12.875	TIC	41447	21625	1.92	0.03	 V 	Dodecane, 2,6,10-trimethyl-	
178	12.971	12.875	13.010	TIC	423108	175393	2.41	0.31	 V 	3-Pentadecanone	
179	13.025	13.010	13.055	TIC	62304	25455	2.45	0.05	 V 	Formamide, N,N-dibutyl-	
180	13.083	13.055	13.135	TIC	117326	38359	3.06	0.09	 V 	Docosanoic acid, docosyl ester	
181	13.192	13.135	13.220	TIC	617594	321049	1.92	0.45	 V 	1,1,1,3,5,7,9,11,11,11-Decamethyl-5-(trimethylsiloxy)hexasiloxane	
182	13.230	13.220	13.305	TIC	129899	77374	1.68	0.10	 V 	Dodecane, 4-methyl-	
183	13.315	13.305	13.335	TIC	3937	3554	1.11	0.00	 V 		
184	13.361	13.335	13.375	TIC	29638	17554	1.69	0.02	 V 	2,6,10-Trimethyltridecane	
185	13.392	13.375	13.430	TIC	32756	16149	2.03	0.02	 V 		
186	13.461	13.430	13.475	TIC	40275	24396	1.65	0.03	 V 	2,6,10-Trimethyltridecane	
187	13.497	13.475	13.545	TIC	147269	67865	2.17	0.11	 V 	Glycerol 1,2-diacetate	
188	13.560	13.545	13.580	TIC	35285	21663	1.63	0.03	 V 		
189	13.596	13.580	13.625	TIC	35153	22281	1.58	0.03	 V 	2,6,10-Trimethyltridecane	
190	13.691	13.625	13.710	TIC	61363	30024	2.04	0.04	   	Propanoic acid, 2-methyl-, 3-hydroxy-2,2,4-trimethylpentyl ester	
191	13.742	13.710	13.785	TIC	150866	47986	3.14	0.11	 V 	n-Decanoic acid	
192	13.825	13.785	13.840	TIC	93917	29921	3.14	0.07	 V 		
193	13.852	13.840	13.885	TIC	62355	29476	2.12	0.05	 V 	Chloroacetic acid, tetradecyl ester	
194	13.904	13.885	13.925	TIC	29598	15375	1.93	0.02	 V 	2-Methyltetracosane	
195	13.955	13.925	13.990	TIC	76789	39206	1.96	0.06	 V 	Propanoic acid, 2-methyl-, 3-hydroxy-2,2,4-trimethylpentyl ester	
196	14.005	13.990	14.020	TIC	12963	8981	1.44	0.01	 V 		
197	14.031	14.020	14.055	TIC	7831	5852	1.34	0.01	 V 		
198	14.108	14.055	14.130	TIC	59670	34062	1.75	0.04	 V 	1-Tetradecene	
199	14.156	14.130	14.180	TIC	27050	12173	2.22	0.02	 V 	2-Dodecanone	
200	14.212	14.180	14.260	TIC	152708	73372	2.08	0.11	 V 	Tetradecane	
201	14.270	14.260	14.280	TIC	12803	11057	1.16	0.01	 V 		
202	14.350	14.280	14.410	TIC	846902	392790	2.16	0.62	 V 	Tetradecanal	
203	14.425	14.410	14.460	TIC	54151	21140	2.56	0.04	 V 		
204	14.489	14.460	14.510	TIC	47800	17341	2.76	0.04	 V 		
205	14.531	14.510	14.600	TIC	51016	18811	2.71	0.04	 V 	2-Isopropyl-5-methyl-1-heptanol	
206	14.641	14.600	14.650	TIC	17497	8845	1.98	0.01	 V 		
207	14.701	14.650	14.750	TIC	46506	12699	3.66	0.03	 V 	6,6-Diethylhoctadecane	
208	14.781	14.750	14.820	TIC	27136	10395	2.61	0.02	 V 		
209	14.897	14.820	14.920	TIC	94497	34927	2.71	0.07	 V 	Disulfide, di-tert-dodecyl	
210	14.963	14.920	15.000	TIC	112238	37409	3.00	0.08	 V 	Undecane, 1-bromo-	
211	15.021	15.000	15.075	TIC	96413	29390	3.28	0.07	 V 	2,6,10-Trimethyltridecane	
212	15.111	15.075	15.130	TIC	77848	29528	2.64	0.06	 V 		
213	15.172	15.130	15.180	TIC	310202	162694	1.91	0.23	 V 	n-Pentadecanol	
214	15.207	15.180	15.270	TIC	701529	277915	2.52	0.51	 V 	2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-	
215	15.288	15.270	15.325	TIC	63331	25589	2.47	0.05	 V 		
216	15.355	15.325	15.375	TIC	80521	39701	2.03	0.06	 V 	1s,4R,7R,11R-1,3,4,7-Tetramethyltricyclo[5.3.1.0(4,11)]undec-2-en-8-one	
217	15.391	15.375	15.410	TIC	63412	36666	1.73	0.05	 V 	1-Tricosene	
218	15.451	15.410	15.545	TIC	794981	372444	2.13	0.58	 V 	Cycloheptasiloxane, tetradecamethyl-	
219	15.586	15.545	15.610	TIC	62901	24976	2.52	0.05	 V 	Heptadecane, 7-methyl-	
220	15.683	15.610	15.795	TIC	2157095	811556	2.66	1.58	 V 	2,4-Di-tert-butylphenol	
221	15.815	15.795	15.860	TIC	84067	31716	2.65	0.06	 V 		
222	15.887	15.860	15.915	TIC	77936	29267	2.66	0.06	 V 	Dodecyl nonyl ether	
223	15.935	15.915	15.955	TIC	52784	26064	2.03	0.04	 V 	11-Methyldodecanol	
224	16.012	15.955	16.040	TIC	155247	54642	2.84	0.11	 V 	Eicosane	
225	16.057	16.040	16.095	TIC	70071	27894	2.51	0.05	 V 		
226	16.128	16.095	16.170	TIC	118928	37175	3.20	0.09	 V 	Eicosane	
227	16.190	16.170	16.205	TIC	50108	26074	1.92	0.04	 V 		
228	16.247	16.205	16.325	TIC	247684	49205	5.03	0.18	 V 	Octadecane, 1-bromo-	
229	16.356	16.325	16.380	TIC	94755	33681	2.81	0.07	 V 	Pentadecane, 3-methyl-	
230	16.417	16.380	16.480	TIC	164581	35101	4.69	0.12	 V 	n-Tridecan-1-ol	
231	16.535	16.480	16.565	TIC	151948	39933	3.81	0.11	 V 		
232	16.607	16.565	16.640	TIC	165506	54168	3.06	0.12	 V 	Pentafluoropropionic acid, pentadecyl ester	
233	16.726	16.640	16.795	TIC	908670	222333	4.09	0.67	 V 	Diethyl Phthalate	
234	16.826	16.795	16.840	TIC	141853	63355	2.24	0.10	 V 	Benzonitrile, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-	
235	16.868	16.840	16.930	TIC	367553	129152	2.85	0.27	 V 	Tetradecanal	
236	16.950	16.930	16.980	TIC	107196	36408	2.94	0.08	 V 		
237	17.013	16.980	17.045	TIC	166660	50537	3.30	0.12	 V 		
238	17.074	17.045	17.100	TIC	207259	82741	2.50	0.15	 V 	2-Methyltetradecan-2-ol	
239	17.119	17.100	17.185	TIC	256839	58440	4.39	0.19	 V 	Urea, N,N-diphenyl-N'-ethyl-	
240	17.288	17.185	17.370	TIC	2820716	1055796	2.67	2.07	 V 	di(Butoxyethyl)adipate	
241	17.390	17.370	17.435	TIC	319238	99080	3.22	0.23	 V 	Cyclopentane, undecyl-	
242	17.460	17.435	17.495	TIC	266174	93877	2.84	0.19	 V 	3-Isopropoxy-1,1,1,7,7,7-hexamethyl-3,5,5-tris(trimethylsiloxy)tetrasiloxane	
243	17.532	17.495	17.570	TIC	411510	135974	3.03	0.30	 V 	2,5-Cyclohexadiene-1,4-dione, 2,5-bis(1,1-dimethylpropyl)-	
244	17.597	17.570	17.660	TIC	425558	97833	4.35	0.31	 V 	n-Pentadecanol	
245	17.703	17.660	17.730	TIC	336555	89377	3.77	0.25	 V 	1-Octanol, 2,7-dimethyl-	
246	17.762	17.730	17.790	TIC	341469	104651	3.26	0.25	 V 	n-Tridecan-1-ol	
247	17.805	17.790	17.815	TIC	149483	101952	1.47	0.11	 V 		
248	17.844	17.815	17.880	TIC	454276	158122	2.87	0.33	 V 		
249	17.910	17.880	17.930	TIC	264239	93606	2.82	0.19	 V 	Oxalic acid, 2-ethylhexyl pentyl ester	
250	17.941	17.930	17.950	TIC	108197	91318	1.18	0.08	 V 		
251	18.027	17.950	18.075	TIC	1032286	233890	4.41	0.76	 V 	Pentadecanal-	
252	18.090	18.075	18.150	TIC	524494	120954	4.34	0.38	 V 		
253	18.161	18.150	18.180	TIC	187729	107667	1.74	0.14	 V 		
254	18.255	18.180	18.285	TIC	900149	214241	4.20	0.66	 V 	1H-Indene, 2,3-dihydro-1,1,3-trimethyl-3-phenyl-	
255	18.325	18.285	18.360	TIC	658441	179561	3.67	0.48	 V 		
256	18.395	18.360	18.420	TIC	503183	148358	3.39	0.37	 V 		
257	18.461	18.420	18.495	TIC	859935	253348	3.39	0.63	 V 		
258	18.518	18.495	18.535	TIC	359791	155675	2.31	0.26	 V 		
259	18.619	18.535	18.650	TIC	1852949	482918	3.84	1.36	 V 	(4aS,4bR,10aS)-7-Isopropyl-1,1,4a-trimethyl-1,2,3,4,4a,4b,5,6,10,10a-decahydrophenanthrene	
260	18.663	18.650	18.695	TIC	564146	223132	2.53	0.41	 V 		
261	18.790	18.695	18.830	TIC	2127397	472655	4.50	1.56	 V 	(4aS,4bR,10aS)-7-Isopropyl-1,1,4a-trimethyl-1,2,3,4,4a,4b,5,6,10,10a-decahydrophenanthrene	
262	18.895	18.830	18.940	TIC	1549588	306509	5.06	1.13	 V 		
263	18.985	18.940	19.025	TIC	1233503	268602	4.59	0.90	 V 	2,6,9,11-Dodecatetraenal, 2,6,10-trimethyl-, (E,E,E)-	
264	19.044	19.025	19.085	TIC	780420	231163	3.38	0.57	 V 		
265	19.146	19.085	19.225	TIC	3247824	889546	3.65	2.38	 V 		
266	19.270	19.225	19.320	TIC	2198630	590543	3.72	1.61	 V 	(4aS,4bR,10aS)-7-Isopropyl-1,1,4a-trimethyl-1,2,3,4,4a,4b,5,6,10,10a-decahydrophenanthrene	
267	19.337	19.320	19.365	TIC	792044	329700	2.40	0.58	 V 	trans-Dehydroandrosterone, trifluoroacetate	
