year,site,plant,transect,week_num,flower_count
2013,shady_point,mahonia_repens,2,1,0
2013,shady_point,mahonia_repens,3,1,4
2013,shady_point,mahonia_repens,4,1,0
2013,twin_meadows,mahonia_repens,1,1,0
2013,twin_meadows,mahonia_repens,2,1,0
2013,twin_meadows,mahonia_repens,3,1,0
2013,twin_meadows,mahonia_repens,4,1,0
2013,shady_point,mertensia_fusiformis,1,1,158
2013,shady_point,mertensia_fusiformis,2,1,50
2013,shady_point,mertensia_fusiformis,3,1,50
2013,shady_point,mertensia_fusiformis,4,1,22
2013,twin_meadows,mertensia_fusiformis,1,1,2
2013,twin_meadows,mertensia_fusiformis,2,1,49
2013,twin_meadows,mertensia_fusiformis,3,1,39
2013,twin_meadows,mertensia_fusiformis,4,1,0
2013,shady_point,potentilla_hippiana,1,1,0
2013,shady_point,potentilla_hippiana,2,1,0
2013,shady_point,potentilla_hippiana,3,1,0
2013,shady_point,potentilla_hippiana,4,1,0
2013,twin_meadows,potentilla_hippiana,1,1,0
2013,twin_meadows,potentilla_hippiana,2,1,0
2013,twin_meadows,potentilla_hippiana,3,1,0
2013,twin_meadows,potentilla_hippiana,4,1,0
2013,shady_point,pseudocymopterus_montanus,1,1,1
2013,shady_point,pseudocymopterus_montanus,2,1,0
2013,shady_point,pseudocymopterus_montanus,3,1,0
2013,shady_point,pseudocymopterus_montanus,4,1,0
2013,twin_meadows,ranunculus_inamoenus ,1,1,0
2013,twin_meadows,ranunculus_inamoenus ,2,1,0
2013,twin_meadows,ranunculus_inamoenus ,3,1,0
2013,twin_meadows,ranunculus_inamoenus ,4,1,0
2013,twin_meadows,rosa_woodsii,1,1,0
2013,twin_meadows,rosa_woodsii,2,1,0
2013,twin_meadows,rosa_woodsii,3,1,0
2013,twin_meadows,rosa_woodsii,4,1,0
2013,shady_point,sedum_lanceolatum,1,1,0
2013,shady_point,sedum_lanceolatum,2,1,0
2013,shady_point,sedum_lanceolatum,3,1,0
2013,shady_point,sedum_lanceolatum,4,1,0
2013,twin_meadows,sedum_lanceolatum,1,1,0
2013,twin_meadows,sedum_lanceolatum,2,1,0
2013,twin_meadows,sedum_lanceolatum,3,1,0
2013,twin_meadows,sedum_lanceolatum,4,1,0
2013,shady_point,senecio_integerrimus,1,1,0
2013,shady_point,senecio_integerrimus,2,1,0
2013,shady_point,senecio_integerrimus,3,1,0
2013,shady_point,senecio_integerrimus,4,1,0
2013,twin_meadows,senecio_integerrimus,1,1,0
2013,twin_meadows,senecio_integerrimus,2,1,0
2013,twin_meadows,senecio_integerrimus,3,1,0
2013,twin_meadows,senecio_integerrimus,4,1,0
2013,shady_point,senecio_serra,1,1,0
2013,shady_point,senecio_serra,2,1,0
2013,shady_point,senecio_serra,3,1,0
2013,shady_point,senecio_serra,4,1,0
2013,twin_meadows,senecio_TALL,1,1,0
2013,twin_meadows,senecio_TALL,2,1,0
2013,twin_meadows,senecio_TALL,3,1,0
2013,twin_meadows,senecio_TALL,4,1,0
2013,shady_point,taraxacum_officinale,1,1,4
2013,shady_point,taraxacum_officinale,2,1,1
2013,shady_point,taraxacum_officinale,3,1,0
2013,shady_point,taraxacum_officinale,4,1,6
2013,twin_meadows,taraxacum_officinale,1,1,0
2013,twin_meadows,taraxacum_officinale,2,1,1
2013,twin_meadows,taraxacum_officinale,3,1,0
2013,twin_meadows,taraxacum_officinale,4,1,0
2013,shady_point,vicia_americana,1,1,0
2013,shady_point,vicia_americana,2,1,0
2013,shady_point,vicia_americana,3,1,0
2013,shady_point,vicia_americana,4,1,0
2013,twin_meadows,vicia_americana,1,1,0
2013,twin_meadows,vicia_americana,2,1,0
2013,twin_meadows,vicia_americana,3,1,0
2013,twin_meadows,vicia_americana,4,1,0
2013,shady_point,viola_adunca,1,1,0
2013,shady_point,viola_adunca,2,1,0
2013,shady_point,viola_adunca,3,1,0
2013,shady_point,viola_adunca,4,1,1
2013,shady_point,viola_praemorsa,1,1,8
2013,shady_point,viola_praemorsa,2,1,8
2013,shady_point,viola_praemorsa,3,1,1
2013,shady_point,viola_praemorsa,4,1,1
2013,twin_meadows,viola_praemorsa,1,1,1
2013,twin_meadows,viola_praemorsa,2,1,2
2013,twin_meadows,viola_praemorsa,3,1,0
2013,twin_meadows,viola_praemorsa,4,1,0
2013,shady_point,agoceris_aurantiaca,1,2,0
2013,shady_point,agoceris_aurantiaca,2,2,0
2013,shady_point,agoceris_aurantiaca,3,2,0
2013,shady_point,agoceris_aurantiaca,4,2,0
2013,shady_point,agoceris_glauca,1,2,0
2013,shady_point,agoceris_glauca,2,2,0
2013,shady_point,agoceris_glauca,3,2,0
2013,shady_point,agoceris_glauca,4,2,0
2013,twin_meadows,amelanchier_pumila,1,2,0
2013,twin_meadows,amelanchier_pumila,2,2,0
2013,twin_meadows,amelanchier_pumila,3,2,0
2013,twin_meadows,amelanchier_pumila,4,2,0
2013,shady_point,androsace_septentrionalis,1,2,65
2013,shady_point,androsace_septentrionalis,2,2,250
2013,shady_point,androsace_septentrionalis,3,2,152
2013,shady_point,androsace_septentrionalis,4,2,71
2013,twin_meadows,androsace_septentrionalis,1,2,41
2013,twin_meadows,androsace_septentrionalis,2,2,104
2013,twin_meadows,androsace_septentrionalis,3,2,48
2013,twin_meadows,androsace_septentrionalis,4,2,266
2013,shady_point,antennaria_parvifolia,1,2,0
2013,shady_point,antennaria_parvifolia,2,2,0
2013,shady_point,antennaria_parvifolia,3,2,0
2013,shady_point,antennaria_parvifolia,4,2,0
2013,shady_point,arenaria_congesta,1,2,0
2013,shady_point,arenaria_congesta,2,2,0
2013,shady_point,arenaria_congesta,3,2,0
2013,shady_point,arenaria_congesta,4,2,0
2013,twin_meadows,arenaria_congesta,1,2,0
2013,twin_meadows,arenaria_congesta,2,2,0
2013,twin_meadows,arenaria_congesta,3,2,0
2013,twin_meadows,arenaria_congesta,4,2,0
2013,shady_point,boechera_stricta,1,2,1
2013,shady_point,boechera_stricta,2,2,4
2013,shady_point,boechera_stricta,3,2,5
2013,shady_point,boechera_stricta,4,2,5
2013,twin_meadows,boechera_stricta,1,2,0
2013,twin_meadows,boechera_stricta,2,2,48
2013,twin_meadows,boechera_stricta,3,2,11
2013,twin_meadows,boechera_stricta,4,2,8
2013,shady_point,campanula_rotundifolia,1,2,0
2013,shady_point,campanula_rotundifolia,2,2,0
2013,shady_point,campanula_rotundifolia,3,2,0
2013,shady_point,campanula_rotundifolia,4,2,0
2013,twin_meadows,campanula_rotundifolia,1,2,0
2013,twin_meadows,campanula_rotundifolia,2,2,0
2013,shady_point,claytonia_lanceolata,1,2,0
2013,shady_point,claytonia_lanceolata,2,2,1
2013,shady_point,claytonia_lanceolata,3,2,2
2013,shady_point,claytonia_lanceolata,4,2,0
2013,twin_meadows,claytonia_lanceolata,1,2,0
2013,twin_meadows,claytonia_lanceolata,2,2,0
2013,twin_meadows,claytonia_lanceolata,3,2,5
2013,twin_meadows,claytonia_lanceolata,4,2,1
2013,shady_point,delphinium_nuttallianum,1,2,41
2013,shady_point,delphinium_nuttallianum,2,2,19
2013,shady_point,delphinium_nuttallianum,3,2,4
2013,shady_point,delphinium_nuttallianum,4,2,7
2013,twin_meadows,delphinium_nuttallianum,1,2,68
2013,twin_meadows,delphinium_nuttallianum,2,2,22
2013,twin_meadows,delphinium_nuttallianum,3,2,11
2013,twin_meadows,delphinium_nuttallianum,4,2,11
2013,shady_point,draba_aurea,1,2,12
2013,shady_point,draba_aurea,2,2,0
2013,shady_point,draba_aurea,3,2,0
2013,shady_point,draba_aurea,4,2,53
2013,shady_point,erigeron_flagellaris,1,2,0
2013,shady_point,erigeron_flagellaris,2,2,0
2013,shady_point,erigeron_flagellaris,3,2,0
2013,shady_point,erigeron_flagellaris,4,2,0
2013,twin_meadows,erigeron_flagellaris,1,2,0
2013,twin_meadows,erigeron_flagellaris,2,2,0
2013,twin_meadows,erigeron_flagellaris,3,2,0
2013,twin_meadows,erigeron_flagellaris,4,2,0
2013,shady_point,erigeron_speciosus,1,2,0
2013,shady_point,erigeron_speciosus,2,2,0
2013,shady_point,erigeron_speciosus,3,2,0
2013,shady_point,erigeron_speciosus,4,2,0
2013,twin_meadows,erigeron_speciosus,1,2,0
2013,twin_meadows,erigeron_speciosus,2,2,0
2013,twin_meadows,erigeron_speciosus,3,2,0
2013,twin_meadows,erigeron_speciosus,4,2,0
2013,shady_point,eriogonum_subalpinum,1,2,0
2013,shady_point,eriogonum_subalpinum,2,2,0
2013,shady_point,eriogonum_subalpinum,3,2,0
2013,shady_point,eriogonum_subalpinum,4,2,0
2013,twin_meadows,eriogonum_subalpinum,1,2,0
2013,twin_meadows,eriogonum_subalpinum,2,2,0
2013,twin_meadows,eriogonum_subalpinum,3,2,0
2013,twin_meadows,eriogonum_subalpinum,4,2,0
2013,shady_point,eriogonum_umbellatum,1,2,0
2013,shady_point,eriogonum_umbellatum,2,2,0
2013,shady_point,eriogonum_umbellatum,3,2,0
2013,shady_point,eriogonum_umbellatum,4,2,0
2013,twin_meadows,eriogonum_umbellatum,1,2,0
2013,twin_meadows,eriogonum_umbellatum,2,2,0
2013,twin_meadows,eriogonum_umbellatum,3,2,0
2013,twin_meadows,eriogonum_umbellatum,4,2,0
2013,twin_meadows,erythronium_grandiflorum,1,2,0
2013,twin_meadows,erythronium_grandiflorum,2,2,0
2013,twin_meadows,erythronium_grandiflorum,3,2,0
2013,twin_meadows,erythronium_grandiflorum,4,2,0
2013,shady_point,galium_boreale,1,2,0
2013,shady_point,galium_boreale,2,2,0
2013,shady_point,galium_boreale,3,2,0
2013,shady_point,galium_boreale,4,2,0
2013,twin_meadows,galium_boreale,1,2,0
2013,twin_meadows,galium_boreale,2,2,0
2013,twin_meadows,galium_boreale,3,2,0
2013,twin_meadows,galium_boreale,4,2,0
2013,shady_point,helianthella_quinquenervis,1,2,0
2013,shady_point,helianthella_quinquenervis,2,2,0
2013,shady_point,helianthella_quinquenervis,3,2,0
2013,shady_point,helianthella_quinquenervis,4,2,0
2013,twin_meadows,helianthella_quinquenervis,1,2,0
2013,twin_meadows,helianthella_quinquenervis,2,2,0
2013,twin_meadows,helianthella_quinquenervis,3,2,0
2013,twin_meadows,helianthella_quinquenervis,4,2,0
2013,shady_point,heliomeris_multiflora,1,2,0
2013,shady_point,heliomeris_multiflora,2,2,0
2013,shady_point,heliomeris_multiflora,3,2,0
2013,shady_point,heliomeris_multiflora,4,2,0
2013,twin_meadows,heliomeris_multiflora,1,2,0
2013,twin_meadows,heliomeris_multiflora,2,2,0
2013,twin_meadows,heliomeris_multiflora,3,2,0
2013,twin_meadows,heliomeris_multiflora,4,2,0
2013,shady_point,heterotheca_villosa,1,2,0
2013,shady_point,heterotheca_villosa,2,2,0
2013,shady_point,heterotheca_villosa,3,2,0
2013,shady_point,heterotheca_villosa,4,2,0
2013,twin_meadows,heterotheca_villosa,1,2,0
2013,twin_meadows,heterotheca_villosa,2,2,0
2013,twin_meadows,heterotheca_villosa,3,2,0
2013,twin_meadows,heterotheca_villosa,4,2,0
2013,shady_point,hydrophyllum_capitatum,1,2,6
2013,shady_point,hydrophyllum_capitatum,2,2,8
2013,shady_point,hydrophyllum_capitatum,3,2,0
2013,shady_point,hydrophyllum_capitatum,4,2,10
2013,twin_meadows,hydrophyllum_capitatum,1,2,28
2013,twin_meadows,hydrophyllum_capitatum,2,2,0
2013,twin_meadows,hydrophyllum_capitatum,3,2,5
2013,twin_meadows,hydrophyllum_capitatum,4,2,0
2013,shady_point,ipomopsis_aggregata,1,2,0
2013,shady_point,ipomopsis_aggregata,2,2,0
2013,shady_point,ipomopsis_aggregata,3,2,0
2013,shady_point,ipomopsis_aggregata,4,2,0
2013,shady_point,lathyrus_leucanthus,1,2,1
2013,shady_point,lathyrus_leucanthus,2,2,0
2013,shady_point,lathyrus_leucanthus,3,2,0
2013,shady_point,lathyrus_leucanthus,4,2,0
2013,twin_meadows,lathyrus_leucanthus,1,2,0
2013,twin_meadows,lathyrus_leucanthus,2,2,0
2013,twin_meadows,lathyrus_leucanthus,3,2,0
2013,twin_meadows,lathyrus_leucanthus,4,2,0
2013,twin_meadows,ligusticum_porteri,1,2,0
2013,twin_meadows,ligusticum_porteri,2,2,0
2013,twin_meadows,ligusticum_porteri,2,2,0
2013,twin_meadows,ligusticum_porteri,4,2,0
2013,twin_meadows,lomatium_dissectum,1,2,0
2013,twin_meadows,lomatium_dissectum,2,2,1
2013,twin_meadows,lomatium_dissectum,3,2,1
2013,twin_meadows,lomatium_dissectum,4,2,0
2013,shady_point,mahonia_repens,1,2,0
2013,shady_point,mahonia_repens,2,2,19
2013,shady_point,mahonia_repens,3,2,37
2013,shady_point,mahonia_repens,4,2,9
2013,twin_meadows,mahonia_repens,1,2,0
2013,twin_meadows,mahonia_repens,2,2,7
2013,twin_meadows,mahonia_repens,3,2,0
2013,twin_meadows,mahonia_repens,4,2,1
2013,shady_point,mertensia_fusiformis,1,2,22
2013,shady_point,mertensia_fusiformis,2,2,67
2013,shady_point,mertensia_fusiformis,3,2,42
2013,shady_point,mertensia_fusiformis,4,2,11
2013,twin_meadows,mertensia_fusiformis,1,2,0
2013,twin_meadows,mertensia_fusiformis,2,2,23
2013,twin_meadows,mertensia_fusiformis,3,2,40
2013,twin_meadows,mertensia_fusiformis,4,2,0
2013,shady_point,potentilla_hippiana,1,2,0
2013,shady_point,potentilla_hippiana,2,2,0
2013,shady_point,potentilla_hippiana,3,2,0
2013,shady_point,potentilla_hippiana,4,2,0
2013,twin_meadows,potentilla_hippiana,1,2,0
2013,twin_meadows,potentilla_hippiana,2,2,0
2013,twin_meadows,potentilla_hippiana,3,2,0
2013,twin_meadows,potentilla_hippiana,4,2,0
2013,shady_point,pseudocymopterus_montanus,1,2,5
2013,shady_point,pseudocymopterus_montanus,2,2,0
2013,shady_point,pseudocymopterus_montanus,3,2,0
2013,shady_point,pseudocymopterus_montanus,4,2,0
2013,twin_meadows,ranunculus_inamoenus ,1,2,0
2013,twin_meadows,ranunculus_inamoenus ,2,2,0
2013,twin_meadows,ranunculus_inamoenus ,3,2,1
2013,twin_meadows,ranunculus_inamoenus ,4,2,0
2013,twin_meadows,rosa_woodsii,1,2,0
2013,twin_meadows,rosa_woodsii,2,2,0
2013,twin_meadows,rosa_woodsii,3,2,0
2013,twin_meadows,rosa_woodsii,4,2,0
2013,shady_point,sedum_lanceolatum,1,2,0
2013,shady_point,sedum_lanceolatum,2,2,0
2013,shady_point,sedum_lanceolatum,3,2,0
2013,shady_point,sedum_lanceolatum,4,2,0
2013,twin_meadows,sedum_lanceolatum,1,2,0
2013,twin_meadows,sedum_lanceolatum,2,2,0
2013,twin_meadows,sedum_lanceolatum,3,2,0
2013,twin_meadows,sedum_lanceolatum,4,2,0
2013,shady_point,senecio_integerrimus,1,2,0
2013,shady_point,senecio_integerrimus,2,2,0
2013,shady_point,senecio_integerrimus,3,2,0
2013,shady_point,senecio_integerrimus,4,2,7
2013,twin_meadows,senecio_integerrimus,1,2,0
2013,twin_meadows,senecio_integerrimus,2,2,0
2013,twin_meadows,senecio_integerrimus,3,2,0
2013,twin_meadows,senecio_integerrimus,4,2,0
2013,shady_point,senecio_serra,1,2,0
2013,shady_point,senecio_serra,2,2,0
2013,shady_point,senecio_serra,3,2,0
2013,shady_point,senecio_serra,4,2,0
2013,twin_meadows,senecio_TALL,1,2,0
2013,twin_meadows,senecio_TALL,2,2,2
2013,twin_meadows,senecio_TALL,3,2,0
2013,twin_meadows,senecio_TALL,4,2,0
2013,shady_point,taraxacum_officinale,1,2,14
2013,shady_point,taraxacum_officinale,2,2,29
2013,shady_point,taraxacum_officinale,3,2,8
2013,shady_point,taraxacum_officinale,4,2,40
2013,twin_meadows,taraxacum_officinale,1,2,4
2013,twin_meadows,taraxacum_officinale,2,2,10
2013,twin_meadows,taraxacum_officinale,3,2,4
2013,twin_meadows,taraxacum_officinale,4,2,1
2013,shady_point,vicia_americana,1,2,0
2013,shady_point,vicia_americana,2,2,0
2013,shady_point,vicia_americana,3,2,0
2013,shady_point,vicia_americana,4,2,0
2013,twin_meadows,vicia_americana,1,2,0
2013,twin_meadows,vicia_americana,2,2,0
2013,twin_meadows,vicia_americana,3,2,0
2013,twin_meadows,vicia_americana,4,2,0
2013,shady_point,viola_adunca,1,2,0
2013,shady_point,viola_adunca,2,2,0
2013,shady_point,viola_adunca,3,2,0
2013,shady_point,viola_adunca,4,2,10
2013,shady_point,viola_praemorsa,1,2,16
2013,shady_point,viola_praemorsa,2,2,22
2013,shady_point,viola_praemorsa,3,2,2
2013,shady_point,viola_praemorsa,4,2,6
2013,twin_meadows,viola_praemorsa,1,2,2
2013,twin_meadows,viola_praemorsa,2,2,6
2013,twin_meadows,viola_praemorsa,3,2,3
2013,twin_meadows,viola_praemorsa,4,2,3
2013,shady_point,agoceris_aurantiaca,1,3,0
2013,shady_point,agoceris_aurantiaca,2,3,0
2013,shady_point,agoceris_aurantiaca,3,3,0
2013,shady_point,agoceris_aurantiaca,4,3,0
2013,shady_point,agoceris_glauca,1,3,0
2013,shady_point,agoceris_glauca,2,3,0
2013,shady_point,agoceris_glauca,3,3,0
2013,shady_point,agoceris_glauca,4,3,0
2013,twin_meadows,amelanchier_pumila,1,3,0
2013,twin_meadows,amelanchier_pumila,2,3,7
2013,twin_meadows,amelanchier_pumila,3,3,3
2013,twin_meadows,amelanchier_pumila,4,3,0
2013,shady_point,androsace_septentrionalis,1,3,31
2013,shady_point,androsace_septentrionalis,2,3,118
2013,shady_point,androsace_septentrionalis,3,3,57
2013,shady_point,androsace_septentrionalis,4,3,13
2013,twin_meadows,androsace_septentrionalis,1,3,14
2013,twin_meadows,androsace_septentrionalis,2,3,71
2013,twin_meadows,androsace_septentrionalis,3,3,71
2013,twin_meadows,androsace_septentrionalis,4,3,177
2013,shady_point,antennaria_parvifolia,1,3,2
2013,shady_point,antennaria_parvifolia,2,3,0
2013,shady_point,antennaria_parvifolia,3,3,0
2013,shady_point,antennaria_parvifolia,4,3,0
2013,shady_point,arenaria_congesta,1,3,0
2013,shady_point,arenaria_congesta,2,3,0
2013,shady_point,arenaria_congesta,3,3,0
2013,shady_point,arenaria_congesta,4,3,0
2013,twin_meadows,arenaria_congesta,1,3,0
2013,twin_meadows,arenaria_congesta,2,3,0
2013,twin_meadows,arenaria_congesta,3,3,0
2013,twin_meadows,arenaria_congesta,4,3,0
2013,shady_point,boechera_stricta,1,3,2
2013,shady_point,boechera_stricta,2,3,23
2013,shady_point,boechera_stricta,3,3,28
2013,shady_point,boechera_stricta,4,3,22
2013,twin_meadows,boechera_stricta,1,3,11
2013,twin_meadows,boechera_stricta,2,3,41
2013,twin_meadows,boechera_stricta,3,3,26
2013,twin_meadows,boechera_stricta,4,3,6
2013,shady_point,campanula_rotundifolia,1,3,0
2013,shady_point,campanula_rotundifolia,2,3,0
2013,shady_point,campanula_rotundifolia,3,3,0
2013,shady_point,campanula_rotundifolia,4,3,0
2013,twin_meadows,campanula_rotundifolia,1,3,0
2013,twin_meadows,campanula_rotundifolia,2,3,0
2013,shady_point,claytonia_lanceolata,1,3,0
2013,shady_point,claytonia_lanceolata,2,3,0
2013,shady_point,claytonia_lanceolata,3,3,0
2013,shady_point,claytonia_lanceolata,4,3,0
2013,twin_meadows,claytonia_lanceolata,1,3,0
2013,twin_meadows,claytonia_lanceolata,2,3,0
2013,twin_meadows,claytonia_lanceolata,3,3,0
2013,twin_meadows,claytonia_lanceolata,4,3,0
