year,date,day_of_year,week_num,site,transect,start_time,end_time,plant,pollinator,interactions,pollinator_family,pollinator_group,pollinator_sex,pollinator_2013,observer
2013,2013-06-14,165,4,twin_meadows,1,10:16:00,10:26:00,delphinium_nuttallianum,bombus_appositus,14,apidae,bee,queen,bombus_appositus,JLC_PJC
2013,2013-06-14,165,4,twin_meadows,4,10:40:00,10:50:00,delphinium_nuttallianum,bombus_appositus,7,apidae,bee,queen,bombus_appositus,JLC_PJC
2013,2013-06-14,165,4,twin_meadows,2,15:36:00,15:51:00,delphinium_nuttallianum,bombus_appositus,14,apidae,bee,queen,bombus_appositus,JLC_PJC
2013,2013-06-14,165,4,twin_meadows,1,15:52:00,16:07:00,delphinium_nuttallianum,bombus_appositus,13,apidae,bee,queen,bombus_appositus,JLC_PJC
2013,2013-06-14,165,4,shady_point,2,11:43:00,11:53:00,delphinium_nuttallianum,bombus_flavifrons,3,apidae,bee,queen,bombus_flavifrons,JLC_PJC
2013,2013-06-14,165,4,shady_point,2,14:30:00,14:45:00,delphinium_nuttallianum,bombus_flavifrons,5,apidae,bee,queen,bombus_flavifrons,JLC_PJC
2013,2013-06-11,162,4,shady_point,3,11:40:00,11:50:00,delphinium_nuttallianum,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-11,162,4,twin_meadows,4,12:10:00,12:20:00,delphinium_nuttallianum,syrphidae_spp,1,syrphidae,fly,NA,syrphidae_spp,JLC_PJC
2013,2013-06-19,170,5,twin_meadows,4,10:40:00,10:50:00,delphinium_nuttallianum,bombus_appositus,2,apidae,bee,queen,bombus_appositus,JLC_PJC
2013,2013-06-19,170,5,twin_meadows,4,15:15:00,15:25:00,delphinium_nuttallianum,bombus_appositus,7,apidae,bee,queen,bombus_appositus,JLC_PJC
2013,2013-06-21,172,5,shady_point,2,14:30:00,14:40:00,delphinium_nuttallianum,bombus_appositus,11,apidae,bee,queen,bombus_appositus,JLC_PJC
2013,2013-06-25,176,6,twin_meadows,4,14:51:00,15:01:00,delphinium_nuttallianum,bombus_appositus,1,apidae,bee,queen,bombus_appositus,JLC_PJC
2013,2013-05-31,151,2,shady_point,1,12:25:00,12:40:00,draba_aurea,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-05-31,151,2,shady_point,4,13:24:00,13:39:00,draba_aurea,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-01,152,2,shady_point,1,11:05:00,11:20:00,draba_aurea,lasioglossum_spp,2,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-05-31,151,2,shady_point,4,13:24:00,13:39:00,draba_aurea,sphecodes_sp_01,1,halictidae,bee,NA,sphecodes_sp_01,JLC_PJC
2013,2013-06-05,156,3,shady_point,1,11:53:00,12:08:00,draba_aurea,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-06,157,3,shady_point,4,11:02:00,11:17:00,draba_aurea,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-06,157,3,shady_point,1,11:20:00,11:35:00,draba_aurea,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-06,157,3,shady_point,1,10:46:00,10:59:00,draba_aurea,lasioglossum_spp,5,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-11,162,4,shady_point,1,12:04:00,12:14:00,draba_aurea,lasioglossum_spp,2,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-12,163,4,shady_point,1,11:47:00,12:02:00,draba_aurea,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-11,162,4,twin_meadows,1,12:30:00,12:40:00,erigeron_flagellaris,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-12,163,4,twin_meadows,3,10:22:00,10:37:00,erigeron_flagellaris,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-14,165,4,twin_meadows,3,10:29:00,10:39:00,erigeron_flagellaris,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-20,171,5,shady_point,4,15:15:00,15:30:00,erigeron_flagellaris,halictidae_spp_01,3,halictidae,bee,NA,halictus_spp,JLC_PJC
2013,2013-06-21,172,5,twin_meadows,2,15:36:00,15:46:00,erigeron_flagellaris,halictidae_spp_01,1,halictidae,bee,NA,halictus_spp,JLC_PJC
2013,2013-06-21,172,5,twin_meadows,1,15:25:00,15:35:00,erigeron_flagellaris,halictus_rubicundus,1,halictidae,bee,NA,halictus_rubicundus,JLC_PJC
2013,2013-06-21,172,5,twin_meadows,2,15:15:00,15:25:00,erigeron_flagellaris,hoplitus_fulgida,1,megachilidae,bee,NA,hoplitus_fulgida,JLC_PJC
2013,2013-06-19,170,5,twin_meadows,3,11:14:00,11:24:00,erigeron_flagellaris,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-21,172,5,twin_meadows,1,15:25:00,15:35:00,erigeron_flagellaris,lasioglossum_spp,2,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-21,172,5,shady_point,3,13:56:00,14:06:00,erigeron_flagellaris,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-21,172,5,shady_point,2,14:30:00,14:40:00,erigeron_flagellaris,lasioglossum_spp,3,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-21,172,5,twin_meadows,3,15:36:00,15:46:00,erigeron_flagellaris,muscidae_spp_01,1,muscidae,fly,NA,muscidae_spp,JLC_PJC
2013,2013-06-21,172,5,shady_point,3,13:56:00,14:06:00,erigeron_flagellaris,nymphalidae_spp,1,nymphalidae,butterfly,NA,nymphalidae_spp,JLC_PJC
2013,2013-06-19,170,5,twin_meadows,1,15:26:00,15:36:00,erigeron_flagellaris,osmia_iridis,4,megachilidae,bee,NA,osmia_iridis,JLC_PJC
2013,2013-06-19,170,5,twin_meadows,3,15:37:00,15:47:00,erigeron_flagellaris,osmia_iridis,1,megachilidae,bee,NA,osmia_iridis,JLC_PJC
2013,2013-06-21,172,5,shady_point,1,14:30:00,14:40:00,erigeron_flagellaris,osmia_subaustralis,1,megachilidae,bee,NA,osmia_subaustralis,JLC_PJC
2013,2013-06-21,172,5,shady_point,2,14:30:00,14:40:00,erigeron_flagellaris,osmia_subaustralis,1,megachilidae,bee,NA,osmia_subaustralis,JLC_PJC
2013,2013-06-21,172,5,twin_meadows,2,15:15:00,15:25:00,erigeron_flagellaris,osmia_subaustralis,6,megachilidae,bee,NA,osmia_subaustralis,JLC_PJC
2013,2013-06-21,172,5,twin_meadows,3,15:14:00,15:24:00,erigeron_flagellaris,osmia_subaustralis,7,megachilidae,bee,NA,osmia_subaustralis,JLC_PJC
2013,2013-06-19,170,5,twin_meadows,1,11:02:00,11:12:00,erigeron_flagellaris,syrphidae_spp,3,syrphidae,fly,NA,syrphidae_spp,JLC_PJC
2013,2013-06-20,171,5,twin_meadows,3,14:20:00,14:30:00,erigeron_flagellaris,syrphidae_spp,6,syrphidae,fly,NA,syrphidae_spp,JLC_PJC
2013,2013-06-21,172,5,twin_meadows,1,15:05:00,15:15:00,erigeron_flagellaris,syrphidae_spp,2,syrphidae,fly,NA,syrphidae_spp,JLC_PJC
2013,2013-06-19,170,5,twin_meadows,3,11:14:00,11:24:00,erigeron_flagellaris,systoechus_sp,1,bombyliidae,fly,NA,systoechus_sp,JLC_PJC
2013,2013-06-19,170,5,twin_meadows,3,15:37:00,15:47:00,erigeron_flagellaris,systoechus_sp,3,bombyliidae,fly,NA,systoechus_sp,JLC_PJC
2013,2013-06-19,170,5,twin_meadows,2,15:50:00,16:00:00,erigeron_flagellaris,systoechus_sp,1,bombyliidae,fly,NA,systoechus_sp,JLC_PJC
2013,2013-06-20,171,5,shady_point,2,15:46:00,16:01:00,erigeron_flagellaris,systoechus_sp,1,bombyliidae,fly,NA,systoechus_sp,JLC_PJC
2013,2013-06-21,172,5,shady_point,1,14:30:00,14:40:00,erigeron_flagellaris,systoechus_sp,1,bombyliidae,fly,NA,systoechus_sp,JLC_PJC
2013,2013-06-21,172,5,shady_point,4,14:45:00,14:55:00,erigeron_flagellaris,systoechus_sp,1,bombyliidae,fly,NA,systoechus_sp,JLC_PJC
2013,2013-06-21,172,5,twin_meadows,3,15:36:00,15:46:00,erigeron_flagellaris,systoechus_sp,1,bombyliidae,fly,NA,systoechus_sp,JLC_PJC
2013,2013-06-21,172,5,twin_meadows,2,15:36:00,15:46:00,erigeron_flagellaris,systoechus_sp,1,bombyliidae,fly,NA,systoechus_sp,JLC_PJC
2013,2013-06-27,178,6,shady_point,4,13:40:00,13:50:00,erigeron_flagellaris,halictidae_spp_01,1,halictidae,bee,NA,halictus_spp,JLC_PJC
2013,2013-06-27,178,6,twin_meadows,1,15:04:00,15:14:00,erigeron_flagellaris,hoplitus_fulgida,2,megachilidae,bee,NA,hoplitus_fulgida,JLC_PJC
2013,2013-06-26,177,6,twin_meadows,3,15:00:00,15:10:00,erigeron_flagellaris,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-28,179,6,twin_meadows,4,10:53:00,11:03:00,erigeron_flagellaris,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-28,179,6,shady_point,4,12:00:00,12:10:00,erigeron_flagellaris,lasioglossum_spp,1,halictidae,bee,NA,lasioglossum_spp_01,JLC_PJC
2013,2013-06-26,177,6,twin_meadows,3,15:00:00,15:10:00,erigeron_flagellaris,megachile_relativa,4,megachilidae,bee,NA,megachile_relativa,JLC_PJC
2013,2013-06-27,178,6,twin_meadows,2,14:52:00,15:02:00,erigeron_flagellaris,megachile_relativa,2,megachilidae,bee,NA,megachile_relativa,JLC_PJC
2013,2013-06-28,179,6,shady_point,1,11:30:00,11:40:00,erigeron_flagellaris,nymphalidae_spp,1,nymphalidae,butterfly,NA,nymphalidae_spp,JLC_PJC
2013,2013-06-27,178,6,twin_meadows,4,14:30:00,14:40:00,erigeron_flagellaris,ochlodes_sylvanoides,1,hesperiidae,butterfly,NA,hesperiidae_spp,JLC_PJC
2013,2013-06-28,179,6,twin_meadows,2,10:33:00,10:43:00,erigeron_flagellaris,ochlodes_sylvanoides,2,hesperiidae,butterfly,NA,hesperiidae_spp,JLC_PJC
2013,2013-06-25,176,6,shady_point,2,16:26:00,16:36:00,erigeron_flagellaris,osmia_subaustralis,1,megachilidae,bee,NA,osmia_subaustralis,JLC_PJC
2013,2013-06-25,176,6,twin_meadows,1,14:20:00,14:30:00,erigeron_flagellaris,osmia_subaustralis,9,megachilidae,bee,NA,osmia_subaustralis,JLC_PJC
2013,2013-06-27,178,6,twin_meadows,2,14:52:00,15:02:00,erigeron_flagellaris,osmia_subaustralis,2,megachilidae,bee,NA,osmia_subaustralis,JLC_PJC
2013,2013-06-27,178,6,twin_meadows,1,15:04:00,15:14:00,erigeron_flagellaris,osmia_subaustralis,1,megachilidae,bee,NA,osmia_subaustralis,JLC_PJC
2013,2013-06-27,178,6,shady_point,4,13:40:00,13:50:00,erigeron_flagellaris,syrphidae_spp,1,syrphidae,fly,NA,syrphidae_spp,JLC_PJC
2013,2013-06-27,178,6,shady_point,1,13:50:00,14:00:00,erigeron_flagellaris,syrphidae_spp,2,syrphidae,fly,NA,syrphidae_spp,JLC_PJC
